id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,budget,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords,description,directors,main_characters
383781,raider of the desert,0.0,0,released,1941-07-17,0,61,False,0,tt0034081,en,Raiders of the Desert,two american leave ship stowed away middle eastern port wind fighting brutal civil war,0.749,/8D9vwafoFiptMitPlmz0SuRwn9S.jpg,defying a desert despot,"action, adventure",universal pictures,united states of america,english,"arabian, damsel in distress, harem girl",two american adventurer jump ship middle eastern port wind middle civil war,john rawlins,"richard arlen, andy devine, linda hayes"
221851,pasi n adolescente,0.0,0,released,2001-06-29,0,91,False,0,tt0440704,en,Pasión adolescente,monica beatriz luengo teenager fall love philosophy professor idealizes feeling fantasize invent kind childish trick make fernando anibal soto pay attention fernando meanwhile appears lead married life orderly maintaining secret relationship diana director school,0.961,/u5vEJv2GSylhNlD0dtuuWbdyenK.jpg,,unknown,unknown,spain,spanish,none,high school student nica fall love one teacher anything get attention even mean destroying marriage,joaquín llamas,"aníbal soto, beatriz luengo, pepa pedroche"
383793,now here,0.0,0,released,2010-12-01,0,25,False,0,tt2106573,en,NOW/HERE,passing mother man return hometown find old friend also,0.6,,,unknown,unknown,unknown,unknown,none,description available,david williamson,"sura dohnke, pieter genard, angelo tijssens"
383796,marie,0.0,0,released,2010-10-16,0,17,False,0,tt1951188,en,Marie,marie try pick piece life breakup,0.6,,,unknown,unknown,unknown,unknown,none,description available,jozefien scheepers,"charlotte vandermeersch, geert van rampelberg, thomas ryckewaert"
383754,the unseen,0.0,0,released,2016-10-07,0,0,False,0,tt5236656,en,The Unseen,unseen art identity solitude present three interconnected vignette follow three different character slip space namibian society mostly unseen,0.6,/n0jCLYXSvZnIxLBbhsX3LC9xPTs.jpg,,drama,unknown,namibia,unknown,none,unseen art identity solitude present three interconnected vignette follow three different character slip space namibian society mostly unseen,perivi katjavivi,"esther beukes, senga brockerhoff, mathew ishitile"
383798,memee,0.0,0,released,2010-01-14,0,10,False,0,tt1930404,en,Memee,retirement home hill one many room life memee surrounded family picture look window see little house smoking chimney house life saxophonist play smoke make memee heart beat little faster,0.6,,,unknown,unknown,unknown,unknown,none,retirement home hill one many room life memee surrounded family picture look window see little house smoking chimney house life saxophonist play,evelyn verschoore,unknown
383800,saint terrorism,0.0,0,released,1980-06-21,0,127,False,0,tt11111756,ja,聖テロリズム,daily life young people dawn one murdered passer park shooting random gun one day meet burglar poison victim confides,0.6,/92MKtIFCtJbVnqBkroxKhjhNpnL.jpg,,unknown,斜眼帯,japan,japanese,none,multiple story people living apartment complex intersect among girl enjoys shooting stranger one victim reflecting death,masashi yamamoto,unknown
383819,die stimme hinter dem vorhang,0.0,0,released,1971-12-29,0,0,False,0,tt1452853,de,Die Stimme hinter dem Vorhang,overview available,1.416,,,drama,unknown,germany,unknown,none,description available,rolf hädrich,"michael heltau, joachim ansorge, carmen-renate köper"
383820,da konzert,0.0,0,released,1971-12-08,0,0,False,0,tt0939888,de,Das Konzert,overview available,0.654,,,comedy,unknown,germany,unknown,none,description available,"c. rainer ecke, gustav manker","hans jaray, susanne von almassy, michael heltau"
383821,say hello,0.0,0,released,2016-04-01,0,4,False,0,tt5475878,en,Say Hello,destiny fate meant love big red truck,0.6,,love is a big red truck,unknown,unknown,united states of america,english,"romance, murder",girl see boy boy see girl love first sight,spencer howard,"noel holmes, josh polgardi"
383822,north of nome,0.0,0,released,1936-11-14,0,60,False,0,tt0029320,en,North of Nome,john raglan seal hunter hounded hijacker strand isolated island bering sea owned corporation fierce sea storm raglan rescue passenger floundering ship includes owner island daughter fianc e owner threatens charge ragland poaching private property gang seal skin thief make entrance,0.6,/mLHO7Q8qJDCfhK4uc409DWXlfjQ.jpg,thrill in a lawless land where bullet rule and savage men take what they crave,"crime, adventure","larry darmour productions, columbia pictures",united states of america,english,"island, poacher, alaska, hijack, nome alaska, bering sea",john raglan seal hunter hounded hijacker strand isolated island bering sea owned corporation fierce sea storm raglan rescue passenger floundering ship,william nigh,"jack holt, evelyn venable, guinn &apos;big boy&apos; williams"
383823,under suspicion,0.0,0,released,1937-11-22,0,61,False,0,tt0029711,en,Under Suspicion,jack holt star robert bailey henry ford like auto industrialist decides give million away various charitable cause naturally arouses hostility amongst bailey friend relative associate murder mind,1.395,/ceGOuajjfHLSIfXjttHhjvUNpBK.jpg,thrill to the mystery that stunned,"romance, mystery","columbia pictures, larry darmour productions",united states of america,english,"inheritance, stockholder",auto magnate robert bailey announces going retire turn plant employee incurs enmity k mitchell large stockholder company carey macgregor head part manufacturing com,lewis d. collins,"jack holt, katherine demille, luis alberni"
383765,counterfeit lady,0.0,0,released,1936-12-31,0,58,False,0,tt0028744,en,Counterfeit Lady,phyllis fowler claim simple little country girl trying get wicked big city take big getting step pull scam gain diamond exclusive jewelry store soon private detective dupe gem matching stolen one police two gangster buddy jeweler racing get diamond back phyllis country girl provides wild chase,0.889,/uFlN9DEEYbHayPPO6Od845djj19.jpg,plenty of excitement when a private sleuth trail a diamond and a dame but find only one phoney,"comedy, action, adventure",columbia pictures,united states of america,english,diamond,phyllis fowler claim simple little country girl trying get wicked big city take big getting step pull scam gain diamond exclusive jewelry store,d. ross lederman,"ralph bellamy, joan perry, douglass dumbrille"
383726,immensee,0.0,0,released,1989-12-26,0,84,False,0,tt0097568,de,Immensee,overview available,0.887,/6gG7ytgj9htwvGbG9CIsmfgfdoG.jpg,,"drama, romance","fernsehen der ddr, defa","east germany, germany",german,none,description available,klaus gendries,"maren schumacher, axel wandtke, dirk wäger"
383711,the penny,0.0,0,released,2010-10-29,0,88,False,0,tt1390540,en,The Penny,penny drama thriller follows series seemingly insignificant event number people life hidden amidst bigger problem disconnected piece life go unnoticed begin fit together totally unexpected way suddenly stranger thrust together would call luck chance fate coincidence even destiny something even bigger,0.6,/i8JiVqMXoZojZsLntgSGeLAMAPm.jpg,,"thriller, crime, drama",unknown,unknown,unknown,none,penny drama thriller follows series seemingly insignificant event number people life hidden amidst bigger problem disconnected piece life go unnoticed begin,nathan webster,"tom lodewyck, brian morvant, kyle walters"
383713,der lauf de b sen,0.0,0,released,1969-10-29,0,0,False,0,tt1102259,de,Der Lauf des Bösen,overview available,0.937,,,drama,unknown,germany,unknown,none,description available,ludwig cremer,"uta hallant, gisela trowe, horst bollmann"
383717,der zehnte mann,0.0,0,released,1968-10-30,0,95,False,0,tt0881351,de,Der zehnte Mann,evelyn foreman schizophrenic really possessed dybbuk,0.6,,,drama,unknown,germany,unknown,none,evelyn foreman schizophrenic really possessed dybbuk,ludwig cremer,"eduard wandrey, hans hessling, alfred balthoff"
383718,goofy movie number five,0.0,0,released,1934-06-06,0,10,False,0,tt0142324,en,Goofy Movies Number Five,short pete smith provides comedic narration silent film footage,1.4,/f2sJGRbHo2y2lWq0nk4iRefG0yv.jpg,,comedy,metro-goldwyn-mayer,united states of america,english,none,number five series consists whataphony newsreel featuring thirty year old automobile still work plane fly race car driver also super stupid picture present bird hand wor,unknown,pete smith
383719,philadelphia ich bin da,0.0,0,released,1967-09-25,0,0,False,0,tt0437421,de,"Philadelphia, ich bin da!",overview available,0.664,,,drama,unknown,germany,unknown,none,description available,karl fruchtmann,"peter striebeck, berta drews, karl hellmer"
383723,goofy movie number ten,0.0,0,released,1934-12-01,0,10,False,0,tt0142329,en,Goofy Movies Number Ten,entry whole show one reel series begin overture narrator asks audience hum song like next wotaphony newsreel show clip early experimental aircraft failing fly added attraction clip bear jumping large fish tank trying catch fish finally super stupid picture feature narrated silent film telling life story ill fated woman left doorstep infant taken advantage men life came sad end turned table written timentide imdb,0.6,,,comedy,metro-goldwyn-mayer,united states of america,english,none,whole show one reel short feature plane fly bear fish woman catch break life,unknown,unknown
383725,forgive me,0.0,0,released,2001-10-18,0,83,False,0,tt0287092,en,Vergeef me,vergeef forgive film adaptation cyrus frisch controversional play jesus lover performed hard drug addict alcoholic film frisch jesus disguised jerry springer light stomach take get know extraordinary people frisch first play actor openly exceeding border acceptable idealistic filmmaker hope stream violence misery television finally come end praise gained first screening brutal scene social outcast filmed made outrageous director sell devil go even abuse protagonist long viewer stay passive accomplice,0.6,,,unknown,unknown,unknown,dutch,none,hoping end stream violence misery television idealistic filmmaker cyrus frisch strike deal devil openly set destroy protagonist long viewer stay passive accomplice,cyrus frisch,"nico, chiquita, peter"
221869,drive by,0.0,0,released,2002-01-14,0,97,False,0,tt0306749,en,Drive By,film based true story gang life street chicago ceasar young teen seek acceptance membership brotherhood gang lead older brother kiko set breaking family gang cycle kiko fight keep ceasar away life crime violence others set destroy entire family brotherhood,0.6,,,unknown,unknown,unknown,unknown,none,film based true story gang life street chicago ceasar young teen seek acceptance membership brotherhood gang lead older brother kiko set breaking family gang cycl,juan frausto,"rebecca foster, mario acosta, leticia andrade"
383733,dansen met travolta,0.0,0,released,2010-10-12,0,19,False,0,tt1753655,en,Dansen met Travolta,heleen want take part dance audition organized john travolta ask former partner lover john help,0.6,,,unknown,unknown,unknown,unknown,none,heleen want take part dance audition organized john travolta ask former partner lover john help,lenny van wesemael,"laura vanborm, arend pinoy, bert haelvoet"
383735,misschien later,0.0,0,released,2010-09-10,0,24,False,0,tt1789844,en,Misschien Later,different impression life different people,0.6,,,unknown,unknown,unknown,unknown,woman director,everyone busy everyone constant expectation people started lot thing one way another never get round finishing think kind thing others th,moon blaisse,"elsie de brauw, jochum ten haaf, tom jansen"
383736,this is japan,0.0,0,released,1963-06-22,0,100,False,0,tt1634336,ja,日本残酷物語,japanese mondo film,0.6,,,documentary,"shintoho kogyo, shibata production",japan,japanese,mondo,description available,"kiyoshi komori, nobuo nakagawa, ten takahashi",teru miyata
221874,el precio de una miss,0.0,0,released,2005-04-03,0,80,False,0,tt0460537,es,El precio de una Miss,story amanda pepa inaki team young journalist suspect jury national beauty contest bought amanda accepts challenge introducing spanish national beauty contest falsely disguised pageant help pepa inaki amanda mission uncover dark truth lie behind organization written anonymous,0.6,,,"comedy, tv movie",unknown,spain,spanish,none,story amanda pepa inaki team young journalist suspect jury national beauty contest bought amanda accepts challenge introducing spanish national beauty contest f,carles vila,"david aleman, victoria ampudia, sonia castelo"
221871,our daily bread,0.0,0,released,2009-08-14,0,5,False,0,tt1527180,en,Our Daily Bread,short documentary one family life day earn daily bread one man trash literally transformed family treasure,0.805,,,unknown,filmless films,philippines,tagalog,none,description available,khavn,unknown
383825,ballad of old weapon,0.0,0,released,1986-05-12,0,81,False,0,tt0266296,ru,Баллада о старом оружии,old woman caucasian mountain go front line give son weapon ancestor,0.84,/5xwSoHOW1aMtW5BV8CkwpBO3etO.jpg,,"war, drama",unknown,soviet union,russian,great patriotic war,description available,gennadi voronin,"patimat khizroyeva, sergei skripkin, aleksandr demyanenko"
383827,bed companion,0.0,0,released,1988-01-28,0,88,False,0,tt0183210,cn,花心野玫瑰,story love affair mr sun wife lover boyfriend,0.897,/8KCnclEEXaGc2JaQSBACWzJAs33.jpg,,unknown,"kam bo motion picture co., filmline enterprises",hong kong,cantonese,none,frequent trip korea businessman put strain relationship wife thing get worse get involved gang jewel thief,ngan-ting cheung,"jo-jo ngan, chi-mei chin, charlie cho"
383893,the mutant,0.0,0,released,1987-08-01,0,88,False,0,tt2186699,zh,白色酢漿草,story school girl curly hair time hairstyle restriction taiwan learns appreciate hair learning genetic diversity biology class,0.6,,,unknown,hong tai motion picture company ltd.,taiwan,mandarin,none,description available,ming-cheng chiu,"hung-mei hsiao, michael kiu wai miu, chia-yung chao"
221814,free and easy,0.0,0,released,1931-10-01,0,8,False,0,tt0026383,en,Free and Easy,hobo named professor son charlie mccarthy believe money buried abandoned house previously owned fellow named herbie larkin pretending herbie brother professor dream finding money consulting gypsy fortune teller conjures charlie like reality situation eventually set,0.6,/k5H8geEtF6UhWSdutNyDdr0HCXU.jpg,,comedy,"the vitaphone corporation, warner bros. pictures",united states of america,english,"fortune teller, gypsy, ventriloquism, hobo",charlie mccarthy professor among group hobo sitting around campfire railroad yard dream visiting gypsy fortune teller find location money buried abandoned house,roy mack,"edgar bergen, charlie mccarthy, christina graver"
383890,sunny leone love hd porn,0.0,0,released,2010-02-05,0,169,True,0,tt2404387,en,Sunny Leone Loves HD Porn,dawn hd porn sunny leone cutting edge demonstrating quality pornographic experience could played big screen clarity quality feature film hd standard today early adopter brought hottest scene home screen,2.527,/hy6wnDU8be0dCkB74kSWC8sDj15.jpg,,unknown,vivid entertainment,united states of america,unknown,woman director,description available,sunny leone,"sunny leone, nikki benz, audrey bitoni"
383832,some of these day,0.0,0,released,1955-01-01,0,9,False,0,tt1570646,fi,Näinä päivinä,short documentary helsinki springtime displayed poetic ugliness,0.6,,,documentary,kansan elokuva,finland,finnish,"helsinki, finland",description available,jörn donner,tarmo manni
383896,elizabeth bathory,0.0,0,released,1900-01-01,0,82,False,0,tt3518858,en,Elizabeth Bathory,two woman find dark dungeon tormented distant memory horrific legend countess elizabeth bathory looming feeling sinister force struggle find escape,0.6,,,unknown,unknown,united states of america,english,none,two woman find dark dungeon tormented distant memory horrific legend countess elizabeth bathory looming feeling sinister force struggle find escape,elizabeth nixon,"lescha carpenter, kathleen denecke, jon elston"
383898,return to the promised land,0.0,0,released,1991-01-01,0,87,False,0,tt0105731,hy,Veradardz avetyats yerkir,many age armenian nation statehood concentrated value family made center national spirit main character film arrived northern armenia paradise refugee escaped violence young woman pregnant create world around thus create,0.6,/gWMTAwzxAz2Jt8aYdLQJlystw9T.jpg,,"documentary, drama",armenia studio,soviet union,armenian,none,many age armenian nation statehood concentrated value family made center national spirit main character film arrived northern armenia paradise,harutyun khachatryan,"razmik asatryan, mariam bozoyan, surik zurnachyan"
383899,da ei ist eine geschissene gottesgabe,0.0,0,released,1993-12-03,0,90,False,0,tt0106794,de,Das Ei ist eine geschissene Gottesgabe,film documentary life farm near bad toelz bavaria people portrait shown speak fundamental difference da ei ist eine geschissene gottegabe much humor althought people tell true story real oppinions,0.6,/zPo0zYXRO59gMgBFWLgrWNv9APq.jpg,,documentary,"horres film + tv, kick film & fernsehproduktions gmbh, br",germany,german,none,film documentary life farm near bad toelz bavaria people portrait shown speak fundamental difference da ei ist eine geschissene gottegabe much humor althought,dagmar wagner,unknown
383900,sonntagsgeschichten,0.0,0,released,1976-12-26,0,65,False,0,tt1442537,de,Sonntagsgeschichten,overview available,1.121,,,unknown,"zdf, neue münchner fernsehproduktion (nmf)",germany,german,none,description available,kurt hoffmann,"martin benrath, christine wodetzky, edith schultze-westrum"
383904,der lehrer und andere schulgeschichten,0.0,0,released,1984-12-26,0,59,False,0,tt1160738,de,Der Lehrer und andere Schulgeschichten,overview available,0.6,,,family,tv 2000 film- und fernsehproduktions gmbh,germany,german,none,description available,alfred vohrer,"klaus schwarzkopf, luitgard im, hans-jürgen schatz"
383907,auf ein neues,0.0,0,released,1988-01-01,0,55,False,0,tt2973232,de,Auf ein Neues,overview available,0.6,,,documentary,"ndr, polyphon",germany,german,none,description available,"jörn karpinski, axel von ambesser","gert fröbe, axel von ambesser"
383908,so ein theater,0.0,0,released,1984-04-24,0,47,False,0,tt1449254,de,So ein Theater,overview available,1.09,,,unknown,"ndr, aspekt telefilm",germany,german,none,passionate seducer robert made preparation perfectly spend fun evening solange wife friend fressinet,wolfgang staudte,"willy bartelsen, uwe dallmeier, uwe friedrichsen"
383877,da pferd,0.0,0,released,1964-09-09,0,0,False,0,tt0436667,de,Das Pferd,overview available,0.863,,,comedy,unknown,germany,unknown,none,description available,"boy gobert, erich neuberg","klausjürgen wussow, karl schönböck, georg thomas"
383876,kabale und liebe,0.0,0,released,1967-10-24,0,0,False,0,tt1252395,de,Kabale und Liebe,overview available,0.84,,,drama,unknown,austria,unknown,none,description available,erich neuberg,"werner hinz, michael heltau, judith holzmeister"
383875,ostern,0.0,0,released,1968-04-10,0,0,False,0,tt0416095,de,Ostern,overview available,0.841,,,drama,unknown,germany,unknown,none,description available,wilm ten haaf,"paula denk, michael heltau, donata höffer"
383874,der feldmarschall,0.0,0,released,1968-11-21,0,0,False,0,tt1207662,de,Der Feldmarschall,overview available,1.091,,,drama,unknown,austria,unknown,none,description available,hermann kutscher,"bernhard wicki, anaid iplicjian, michael heltau"
383833,raamit r nniin,0.0,0,released,1985-01-01,0,63,False,0,tt0236653,fi,Raamit ränniin,boy dream become like ski jumping idol jari puikkonen however parent worried neglect school one day going practice rescue baby left car parking brake hooked back baby happens puikkonen son,0.928,,,"drama, tv movie",yle,finland,finnish,"ski jump, finland",boy dream become like ski jumping idol jari puikkonen however parent worried neglect school one day going practice rescue baby left car parking brake hooked back u,hannu kahakorpi,"konsta mäkelä, maija-liisa peuhu, uula laakso"
383834,no time to marry,0.0,0,released,1938-02-05,0,63,False,0,tt0030507,en,No Time To Marry,lightweight comedy two news reporter engaged married endure romantic difficulty competitive pursuit big scoop,0.746,/4lMFdnun5kb0cHx7hd4TUMQ0wzK.jpg,hey nanny nanny they get his goat,comedy,columbia pictures,united states of america,english,"marriage, reporter",lightweight comedy two news reporter engaged married endure romantic difficulty competitive pursuit big scoop,harry lachman,"richard arlen, mary astor, lionel stander"
383837,watching for the queen,0.0,0,released,1973-05-06,0,11,False,0,tt0275784,en,Watching for the Queen,watching queen continued rimmer investigation minimal narrative anonymous autonomous shot pattern recognition saccadic eye movement feature ring well known phenomenon behavioral science however watching queen rimmer succeeded employing mechanism telling story employing mathematical ordering aesthetic manner,0.6,/uVkZ8K0K7d5auMDV2ANmWbSulkQ.jpg,,unknown,unknown,unknown,unknown,none,description available,david rimmer,unknown
383843,dear hinagon,0.0,0,released,2005-07-30,0,121,False,1000000,tt0495842,ja,Hinagon,overview available,1.374,,,drama,video planning,japan,japanese,based on novel or book,hinagon japanese equivalent bigfoot yeti mountain dweller smaller cryptic ape variety standing five foot tall large foot sighting reported forest,takayoshi watanabe,"tsuyoshi ihara, haruka igawa, ryûhei ueshima"
383845,fri,0.0,0,released,2013-08-27,0,7,False,0,tt3226382,en,Fri,colorful party nine travel road everyday world bar self imposed restriction longing glimpse flow field river personal freedom surrounding sometimes step smell grass never stay long president nick van tilburg find certain comfort thorn side although heart belongs rose captured bar feeling rose one choose freedom fri highly artistic absurd tragic comic holiday love story film filled deeper layer well literary symbolic reference overall interaction focus voluntary imprisonment socially accepted standard versus courage break loose six minute different language colorful cast nine,0.6,,,unknown,unknown,unknown,unknown,none,colorful party nine travel road everyday world bar self imposed restriction longing glimpse flow field river personal freedom surrounding sometimes step,shafelly snijders,"relinde de graaff, zouhair mtazi, kaltoum el fan"
221828,africa f o b,0.0,0,released,1925-09-15,0,0,False,0,tt1402398,en,Africa F.O.B.,monty bank becomes car salesman shifted africa sell one king obogeegee,0.6,,,comedy,warner bros. entertainment,united states of america,unknown,black face,monty stranger could seldom look watch face often pawn shop spends earns desperate square meal series misadventure becomes used car sale,jack l. warner,"monty banks, thelma worth, william blaisdell"
221822,pardon me,0.0,0,released,1922-01-10,0,0,False,0,tt0880945,en,Pardon Me,eddie lyon tear pant back meet old army buddy,0.6,,,unknown,unknown,unknown,unknown,none,featuring eddie lyon american film actor director writer producer lyon appeared directed wrote produced film,eddie lyons,eddie lyons
221820,daily dozen,0.0,0,released,1926-09-15,0,0,False,0,tt1353992,en,Daily Dozens,joybell player consisting jack cooper ethelyn gibson jack richardson star funny comedy writer director robert tansey producer billy west silent film comedian best known successful charlie chaplin imitator,0.6,,,unknown,unknown,unknown,unknown,none,joybell player consisting jack cooper ethelyn gibson jack richardson star funny comedy writer director robert tansey producer billy west silent film comedian best know,robert emmett tansey,"jack cooper, ethelyn gibson, john j. richardson"
221819,tin ho,0.0,0,released,1925-07-15,0,0,False,0,tt1042391,en,Tin Hoss,comedy featuring kid gang home made railway fat boy served soup doctored plaster paris two black youngster teeth prised apart fat boy driver makeshift locomotive running line made stolen fence whose owner black woman complains police member kid gang attempt derail locomtive fight ensues intervention police brings temporary respite locomotive occupant escape driving fence,0.6,,,unknown,unknown,unknown,unknown,none,neighborhood kid club stretching across race class girl allowed hears president denny summoning bell tumble top secret clubhouse latest round mi adventure time get,mark goldaine,"jimmy boudwin, cliff daniels, garner hamm"
221816,the artist formerly known a captain beefheart,0.0,0,released,1997-08-19,0,52,False,0,tt5795714,en,The Artist Formerly Known As Captain Beefheart,elaine shepherd classic bbc documentary introduced narrated john peel completely wonderful minute joy review article blog post etc relating artist formerly known captain beefheart,0.959,/ugtgz9zF5Z2581EimIz58mQ1Vfc.jpg,,"music, documentary",bbc,united kingdom,english,woman director,biography iconoclast musician artist van vliet aka captain beefheart,elaine shepherd,"john peel, eric feldman, bruce fowler"
383872,tartuffe oder der betr ger,0.0,0,released,1970-01-25,0,0,False,0,tt0350191,de,Tartuffe oder Der Betrüger,overview available,0.644,,,comedy,unknown,germany,unknown,none,description available,otto tausig,"ida ehre, klaus schwarzkopf, siegfried lowitz"
383873,liebelei,0.0,0,released,1969-01-19,0,0,False,0,tt0231973,de,Liebelei,overview available,0.6,/c9eIBjfRWqAWGJEjQjkBWyJn418.jpg,,drama,"orf, theater in der josefstadt",austria,german,none,description available,"bernd fischerauer, heinrich schnitzler","leopold rudolf, marianne nentwich, gertraud jesserer"
381984,jorge alberto v the neoliberal demon,0.0,0,released,2014-11-05,0,83,False,0,tt4203196,es,Jorge y Alberto contra los demonios neoliberales,jorge alberto two wizard buenos aire one work assistant courthouse another pining magical glory day weekly ritual discover saturn turned mostly mean much mayhem doom proven right argentina president storm asks jorge alberto save daughter clutch judge fayo man want achieve triumph neoliberalism search girl jorge alberto deal demon another dimension midnight time dust magic trick fate world stake,0.6,,,"comedy, thriller",el desquicio prods,argentina,spanish,"dark comedy, surreal",jorge alberto two magician buenos aire visited president task rescue daughter,"gonzalo quintana, hernán quintana","luis aranosky, monina bonelli, andrea carballo"
222811,little boo peep,0.0,0,released,1953-08-27,0,7,False,0,tt0148409,en,Little Boo-Peep,casper friendly ghost thrown frightening army unfiendly ghost member wander fairy tale land find little bo peep cry lost sheep,0.624,,,animation,famous studios,united states of america,unknown,none,casper friendly ghost thrown frightening army unfiendly ghost member wander fairy tale land find little bo peep cry lost sheep decides go aid n,"seymour kneitel, myron waldman","jack mercer, mae questel, sid raymond"
379306,verdi s la traviata english national opera,0.0,0,released,2015-01-25,0,0,False,0,tt4027076,es,Verdi's La Traviata - English National Opera,overview available,1.4,,,drama,"eno screen, illuminati productions, serpent films",united kingdom,unknown,musical,la traviata tell moving story beautiful fragile courtesan violetta coerced sacrificing one hope personal happiness sake lover reputation,andrew morahan,"elizabeth zharoff, ben johnson, anthony michaels-moore"
380238,freddy hotel,0.0,0,released,2014-07-09,0,89,False,0,tt3044236,it,Freddy Hotel,freddy angi separate homeless stumble strange love affair including one wife anna two meet lover hotel room,0.6,/qx92prIszUIFbqLZZVvhNiWXe6c.jpg,,unknown,unknown,unknown,"english, italian, french",none,freddy angi separate homeless stumble strange love affair including one wife anna two meet lover hotel room,massimiliano amato,"nicola garofalo, maria cristina blu, giulia morgani"
380227,alexis ronan,0.0,0,released,2015-04-25,0,0,False,0,tt3717670,en,Alexis Ronan,alexis ronan powerful attorney whose life turned upside son murdered twist fate alexis leaf behind life knew find justice son far willing go,0.6,,,unknown,unknown,unknown,unknown,none,alexis ronan powerful attorney whose life turned upside son murdered twist fate alexis leaf behind life knew find justice son far willing go,"thad donovan, carly smith","lisa varga, adria dawn, kim dejesus"
